document_name,chunk_id,chunk_sequence_number,chunk_type,chunk_content,chunk_text_length,chunk_word_count,page,box_l,box_t,box_r,box_b,processed_at,ade_version,model_version
CT_Study_of_the_Common_Cold.pdf,3f76d468-cee2-4270-8d42-823020b34114,12,text,"appointment or could not be accommodated in the study at a given time; 65 because they had been ill too long; 13 because their cold symptoms had subsided; 15 because of a history of allergy, asthma, or chronic sinus disease; 8 because they did not report congestion; 5 because they were being treated for another illness; 2 because they could not tolerate dye in the nose; and 2 because they were under 18 years of age. A total of 117 volunteers were enrolled in the study, and 110 completed it (8 of the 110 missed an appointment on one day of the study but were included for the purpose of data analysis). After enrollment, patients were observed for six days, during which time they did not use acetaminophen as an analgesic. The study was approved by the Human Investigation Committee of the University of Virginia.",819,145,0,0.5080500245094299,0.4027811288833618,0.9070728421211243,0.5530814528465271,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,57945452-1859-4701-bbd1-8d36d4742490,13,text,"## Subjective Measurement of Illness

The subjects reported symptoms by entering information in a computer program with a rating scale from 0 (not present) to 10 (very severe). They used the scale to respond to questions about sneezing, runny nose, nasal stuffiness, sore throat, cough, fatigue or lethargy, muscle aches and pains, chills, feverishness, and headache. The subjects were also asked whether they had nasal or head congestion. Symptoms were assessed at the time of enrollment and daily between the hours of 8 a.m. and 11 a.m. for six days.",552,90,0,0.5080750584602356,0.5599907636642456,0.907829225063324,0.6754429340362549,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,f5167345-cd82-40d1-a361-b898384de84d,14,text,"**Nasal-Airway Resistance**

Nasal-airway resistance was measured by single-nostril active an-terior rhinomanometry.⁷ Beginning with the left nostril, nasal air-flow and transnasal pressure at the contralateral nostril were meas-ured over the course of four consecutive breaths with the use of a commercial rhinomanometer (John Connell, Englewood, N.J.). During the measurement, pressure and flow signals were digitized at a sampling rate of 100 Hz and displayed on the computer moni-tor. The primary measure of nasal patency was the rate of flow (in liters per second) at a reference transnasal pressure of –1.5 cm of water during inspiration. A value under 0.6 liter per second for white subjects or under 0.7 liter per second for black subjects was considered abnormal.⁸",773,116,0,0.5078437328338623,0.6807031631469727,0.9079246520996094,0.8407847881317139,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,f1969d06-05fd-47a1-a0c4-3b416fcd1d19,15,text,"**Virologic Studies**

Viral-culture studies were performed with nasal secretions from
the last 90 subjects enrolled in the study. The subjects expelled the
contents of their nasal passages onto a plastic film. Secretions were
then transferred by cotton swab to a vial containing 5 ml of beef-
heart infusion broth with 1 percent bovine serum albumin and anti-
biotics. This method was used to avoid irritation of the nose",422,68,0,0.5081193447113037,0.8469204306602478,0.9085978269577026,0.939863383769989,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,3d211edf-c6d0-4a69-adc0-bcedc37fe847,16,text,"The New England Journal of Medicine is produced by NEJM Group, a division of the Massachusetts Medical Society.
Downloaded from nejm.org on June 29, 2025. For personal use only.
No other uses without permission. Copyright © 1994 Massachusetts Medical Society. All rights reserved.",280,43,0,0.27798694372177124,0.9675708413124084,0.7222245335578918,0.9947572350502014,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,adf750c0-eb2e-431f-a588-b9e1e453e05a,17,marginalia,26,2,1,1,0.08964553475379944,0.054722145199775696,0.11225150525569916,0.07130147516727448,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,1aa920ae-cfbd-4cc5-b766-1fa4847b47fe,18,text,THE NEW ENGLAND JOURNAL OF MEDICINE,35,6,1,0.3308718204498291,0.05534140393137932,0.6618273854255676,0.0738656222820282,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,bd5b7ee2-fa79-4d75-a854-6a11b68c212d,19,marginalia,"Jan. 6, 1994",12,3,1,0.8208333253860474,0.057430367916822433,0.9043196439743042,0.076081782579422,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,fd1cbf82-d880-4443-8488-97c30a3b265d,20,text,"by nasal swabbing or washing. Specimens
were inoculated into three human embryon-
ic lung-cell monolayers of the WI-38 strain
(BioWhittaker, Walkersville, Md.). Viral
isolates were identified as rhinoviruses by
their characteristic cytopathic effect and
acid lability.",268,36,1,0.08801445364952087,0.0894680991768837,0.35418790578842163,0.17344793677330017,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,6a1fb2b4-20b0-4e86-ad36-7d506ef917ef,21,text,"Nasal Mucosal Transport

Nasal mucociliary clearance was deter-
mined by a modification of a previously de-
scribed method. 10-12 Fifteen microliters of a
test solution was placed on the mucosa of
each nostril in the anterior part of the nasal
cavity below the inferior meatus. The test
solution consisted of 8 mg of indigo carmine
per milliliter, 3 mg of saccharin per millili-
ter, and 45 mg of sorbitol per milliliter (pH",424,72,1,0.08584198355674744,0.17909345030784607,0.3534298837184906,0.3059627115726471,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,6cad4493-511c-4e19-a330-5250195207e6,22,text,"adjusted to 7.4). The subjects reported the first occurrence of
a sweet taste, and then the pharyngeal cavity was examined for
the appearance of the blue dye. Repeated inspections of the phar-
ynx were made at 30-second intervals for 30 minutes or until
dye was observed on each side. The combined clearance time was
defined as the time elapsed from the introduction of the test so-
lution to the first report of a sweet taste. Separate clearance times
for the right and left nasal passages are not reported. For the com-
bined clearance time, the occurrence of a sweet taste 20 minutes
or more after the introduction of the solution was considered
abnormal.",658,113,1,0.0861564576625824,0.30488136410713196,0.48865512013435364,0.430801659822464,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,61be4215-46a5-4ab1-b83f-4d9c2eb86e3e,23,text,"## CT Scans of the Upper Airway

CT scans of the nasal passages, ostiomeatal complex, and para-nasal sinuses were obtained in 33 (30 percent) of the 110 subjects. Two subjects were excluded from the analysis because of bony changes in the maxillary antra, which were thought to be the result of chronic sinus disease. Twenty-eight subjects underwent CT scanning within 24 hours after enrollment, and three within 48 hours after enrollment. Subjects were selected for CT scanning primarily on the basis of scheduling considerations; the severity of illness was not a factor in selection. Fifteen to 20 images were obtained in a direct coronal plane that included the nasal passages and sinuses (GE-9800 Quick scanner, General Electric, Schenectady, N.Y., or Picker PQ-2000 scanner, Picker International, Cleveland). Fourteen subjects with abnormalities of the sinuses on the initial CT scans had repeat scans and repeat studies of nasal mucosal transport and airway resistance 8 to 15 days later. All scans were read independently by two radiologists who had no clinical information on the subjects; the radiologists compared their readings and resolved any differences in interpretation.",1187,183,1,0.08328451216220856,0.4376397132873535,0.48677659034729004,0.667905330657959,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,647e61e9-2ab6-4e37-8bd7-9d28cb1bd49c,24,text,"# RESULTS

## Characteristics of the Study Subjects

Subjects were enrolled in the study between June 9 and October 9, 1992. Of the 31 subjects who had CT scans, 21 were women and 10 were men; 25 were white and 6 were nonwhite. Their ages ranged from 19 to 35 years, with a mean of 24 years. Of the 79 subjects who did not have CT scans, 50 were women and 29 were men; 69 were white and 10 were nonwhite. Their ages ranged from 18 to 55 years, with a mean of 23.5 years.",470,95,1,0.08117683231830597,0.6759383082389832,0.4854205250740051,0.8404482007026672,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,f1f1ad81-1ce2-4019-af4d-fac159d62134,25,text,"Illnesses in both groups were typical common colds.
Rhinorrhea and nasal stuffiness were the most promi-
nent respiratory symptoms, followed by cough and
sore throat. Total symptom scores over six days
ranged from 28 to 236 for the subjects who had CT
scans and from 53 to 333 for those who did not (Ta-",303,54,1,0.08009248971939087,0.8395911455154419,0.4848044514656067,0.9279971122741699,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,abd7dd33-31af-430f-8404-3992b8e87876,26,table,"Table 1. Symptoms, Delayed Mucosal Transport, and Abnormal Nasal-Airway Resist-
ance in 110 Adults with Naturally Acquired Colds.*
<table id=""1-1"">
<tr><td id=""1-2"">SUBJECT GROUP</td><td id=""1-3""></td><td id=""1-4""></td><td id=""1-5"" colspan=""2"">SYMPTOM</td><td id=""1-6""></td><td id=""1-7""></td><td id=""1-8"">DELAYED MUCOSAL TRANSPORT</td><td id=""1-9"">ABNORMAL NASAL-AIRWAY RESISTANCE</td></tr>
<tr><td id=""1-a""></td><td id=""1-b"">RHINOR- RHEA</td><td id=""1-c"">NASAL STUFFINESS</td><td id=""1-d"">SORE THROAT score</td><td id=""1-e"">COUGH</td><td id=""1-f"">HEAD- ACHE</td><td id=""1-g"">TOTAL†</td><td id=""1-h"" colspan=""2"">no. of days</td></tr>
<tr><td id=""1-i"">With CT scans (n = 31)</td><td id=""1-j"">22±11.5</td><td id=""1-k"">21±11.5</td><td id=""1-l"">17±10</td><td id=""1-m"">18±15</td><td id=""1-n"">11±10</td><td id=""1-o"">132±50</td><td id=""1-p"">2.1±2</td><td id=""1-q"">4.2±2</td></tr>
<tr><td id=""1-r"">Without CT scans (n = 79)</td><td id=""1-s"">20±9</td><td id=""1-t"">24±9</td><td id=""1-u"">15±12</td><td id=""1-v"">21±15</td><td id=""1-w"">16±13</td><td id=""1-x"">156±63</td><td id=""1-y"">3.3±2</td><td id=""1-z"">4.4±2</td></tr>
</table>
*Values are means ±SD.
†The total symptom score is the sum of the daily scores for symptoms of sneezing, rhinorrhea, nasal stuffiness, sore throat,
cough, headache, feverishness, chilliness, myalgia, and lethargy or fatigue, over a period of six days.",1369,122,1,0.3799781799316406,0.09079635888338089,0.9041507244110107,0.2900550663471222,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,725fe07f-6c12-44a9-8576-79d734b05766,27,text,"ble 1). The mean total scores (±SD) were 132±50 and
156±63 for the respective groups (P = 0.07 by Stu-
dent's t-test). The greater severity of illness in the
group without CT scans was attributable mainly to
the systemic symptoms of lethargy, myalgia, chilli-
ness, and headache.",279,47,1,0.5053552389144897,0.3033260405063629,0.9046807289123535,0.3919297754764557,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,0cc2c056-7ed4-45fb-8a10-e206b774573b,28,text,"**Viral Cultures**
Viral cultures of nasal secretions yielded rhinovirus isolates in 24 of 90 subjects (27 percent): 7 of 17 subjects who had CT scans (41 percent) and 17 of 73 who did not (23 percent) (P = 0.2 by Fisher's exact test). The total six-day symptom scores for the 24 rhinovirus-positive subjects ranged from 53 to 247 (mean, 152±53). Thus, the colds that were associated with rhinovirus tended to be in the middle range of severity for the group as a whole.",470,83,1,0.5031823515892029,0.3959129750728607,0.9040507674217224,0.5428696274757385,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,1b682552-cb20-4f7a-868f-35ba481a6204,29,text,"## Nasal-Airway Resistance

Rhinomanometric studies showed abnormal nasal-airway resistance on 1 or more days in 29 of the 31 subjects with CT scans (94 percent); the number of days ranged from 1 to 6 (mean, 4.2±2). The subjects with the 10 highest symptom scores had abnormal airway resistance on an average of 4.1 days, as compared with an average of 3.8 days for those with the 10 lowest symptom scores. None of the 6 subjects with abnormal airway resistance on two or fewer days had CT evidence of swelling of the turbinates or thickening of the nasal wall, as compared with 9 of the 16 subjects (56 percent) with abnormal airway resistance on all six days (P = 0.05 by Fisher's exact test).",695,123,1,0.5021054744720459,0.5467787981033325,0.9036824703216553,0.7506917715072632,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,5201e34c-2ec0-4f67-85e1-3bbfc833fb42,30,text,"## Mucosal Transport
A delay in mucosal transport was noted on one or more days in 19 of the 31 subjects (61 percent) who had CT scans and in 63 of the 79 (80 percent) who did not (P = 0.08 by Fisher's exact test) (Table 1).
The mean number of days of abnormal mucociliary clearance was 2.1±2.2 for the subjects who had CT scans and 3.3±2.2 for those who did not (P = 0.01 by Student's t-test). These results, like the data on symptoms, suggest that illnesses were somewhat more severe in the group of subjects who did not have CT scans.",537,103,1,0.5009011030197144,0.7535841464996338,0.9034323692321777,0.9275550842285156,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,8d174e8c-05c6-4abc-944a-d4864f3aeb5a,31,text,"The New England Journal of Medicine is produced by NEJM Group, a division of the Massachusetts Medical Society.
Downloaded from nejm.org on June 29, 2025. For personal use only.
No other uses without permission. Copyright © 1994 Massachusetts Medical Society. All rights reserved.",280,43,1,0.2775885760784149,0.9672339558601379,0.7225552797317505,0.9951990246772766,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,34a6d6c8-3f7c-4b7b-8307-6ffb3d0b39e1,32,marginalia,Vol. 330 No. 1,14,4,2,0.08947138488292694,0.05235753953456879,0.1951001137495041,0.07126816362142563,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,ad433621-3c2d-4708-8ba2-6264ab1f9366,33,text,COMPUTED TOMOGRAPHIC STUDY OF THE COMMON COLD — GWALTNEY ET AL.,63,11,2,0.23815488815307617,0.0524960532784462,0.8371543884277344,0.07144413143396378,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,8cfe760b-bb1f-4c2e-b98c-d85d0c5f44bf,34,marginalia,27,2,1,2,0.8810108304023743,0.05398173630237579,0.902885377407074,0.07160399854183197,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,5008b341-0b88-449e-b5c2-539d0a6f9496,35,text,"Mucosal-transport times correlated with the sever-
ity of illness as indicated by the six-day symptom
scores. In the group with CT scans, the transport time
was abnormal on one or more days in 8 of the 10
subjects with the highest total symptom scores but in
only 2 of the 10 subjects with the lowest total scores
(P = 0.02 by Fisher's exact test). The mean number
of days on which measurements were abnormal in
these groups was 3 and 0.5, respectively (P = 0.005 by
Student's t-test).",485,88,2,0.08937981724739075,0.08726780116558075,0.4886128604412079,0.23102359473705292,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,28b761e9-5204-449a-ae78-a885335f9525,36,text,"## CT Scans

Twenty-two of the 31 subjects with CT scans (71 percent) reported nasal or head congestion, and 9 did not. Of the subjects with congestion, 21 (95 percent) had occlusion of the ethmoid infundibulum, as compared with 3 of the 9 subjects without congestion (33 percent) (P = 0.001 by Fisher's exact test). All 22 subjects reporting congestion had abnormalities of one or more sinuses, as compared with 5 of the 9 subjects (56 percent) who did not report congestion (P = 0.004 by Fisher's exact test).",511,89,2,0.08884571492671967,0.23683777451515198,0.4889910817146301,0.39534786343574524,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,bda95e86-bde9-433d-9309-9c1835bbd72f,37,text,"Twenty-four of the 31 subjects with CT scans (77
percent) had occlusion of the ethmoid infundibulum
(Table 2). In 16 of these subjects (67 percent) the
occlusion was bilateral. All 24 subjects with unilateral
or bilateral infundibular occlusion had abnormalities
of one or more sinuses, whereas only 3 of the 7 sub-
jects without infundibular occlusion (43 percent) had
abnormalities of the sinuses (P = 0.002 by Fisher's
exact test). None of the four subjects with normal si-
nus cavities had infundibular occlusion.",517,83,2,0.08897079527378082,0.39504438638687134,0.4891526699066162,0.5343263149261475,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,d7cffb88-86f3-4ade-addf-f00b4a19e38e,38,text,"Twenty-seven of the 31 subjects with CT scans
(87 percent) had abnormalities of one or both maxil-
lary sinuses; the abnormalities were bilateral in 23
subjects (85 percent) and unilateral in 4 (15 percent).
Twenty of the 31 subjects (65 percent) had abnormali-
ties of the ethmoid sinuses, and in 12 of the 20
(60 percent) the abnormalities were bilateral. Abnor-
malities of the maxillary sinuses were present in all
subjects who had ethmoid abnormalities and in seven
of those who did not. Frontal-sinus abnormalities
were present in 10 of the 31 subjects (32 percent), and
sphenoid-sinus abnormalities were present in 12 (39
percent).",638,104,2,0.08965489268302917,0.5338955521583557,0.4897805154323578,0.7153056263923645,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,6ec756d6-29ff-49e2-89da-82ffcc325be6,39,text,"The abnormal findings consisted of radiopaque material in the sinus cavity that had the density of soft tissue or fluid. These changes have traditionally been interpreted as mucosal swelling, except when an air–fluid level is present. However, the nonuniform areas of opacity suggested the presence of thick secretions. A definite air–fluid level was observed in the sphenoid and frontal sinuses in one subject and in the maxillary and sphenoid sinuses in another. The thickness of the abnormal material in the maxillary sinuses ranged from 2 to 15 mm and averaged 4.6 mm on the right and 4.4 mm on the left. The mean thickness of abnormal material in the other sinuses was 2.7 and 3.0 mm in the right and left frontal sinuses, respectively; 3.1 and 3.2 mm in the right and left ethmoid sinuses,",795,135,2,0.08978116512298584,0.7148759365081787,0.4907318949699402,0.9254546165466309,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
CT_Study_of_the_Common_Cold.pdf,e34b523b-825f-449e-b9cc-4881b1b9e73f,40,table,"Table 2. CT Findings in 31 Adults with Natu-
rally Acquired Colds.
<table id=""2-1"">
<tr><td id=""2-2"">SITE</td><td id=""2-3"">NO. OF PATIENTS (%)</td></tr>
<tr><td id=""2-4"">Nasal passages</td><td id=""2-5""></td></tr>
<tr><td id=""2-6"">Septal deviation</td><td id=""2-7"">6 (19)</td></tr>
<tr><td id=""2-8"">Engorged turbinate</td><td id=""2-9""></td></tr>
<tr><td id=""2-a"">Right</td><td id=""2-b"">7 (23)</td></tr>
<tr><td id=""2-c"">Left</td><td id=""2-d"">7 (23)</td></tr>
<tr><td id=""2-e"">Thickened nasal wall</td><td id=""2-f"">13 (42)</td></tr>
<tr><td id=""2-g"">Ostiomeatal complex</td><td id=""2-h""></td></tr>
<tr><td id=""2-i"">Infraorbital cells</td><td id=""2-j""></td></tr>
<tr><td id=""2-k"">Right</td><td id=""2-l"">11 (35)</td></tr>
<tr><td id=""2-m"">Left</td><td id=""2-n"">14 (45)</td></tr>
<tr><td id=""2-o"">Ethmoid bullosa</td><td id=""2-p""></td></tr>
<tr><td id=""2-q"">Right</td><td id=""2-r"">6 (19)</td></tr>
<tr><td id=""2-s"">Left</td><td id=""2-t"">6 (19)</td></tr>
<tr><td id=""2-u"">Concha bullosa</td><td id=""2-v""></td></tr>
<tr><td id=""2-w"">Right</td><td id=""2-x"">10 (32)</td></tr>
<tr><td id=""2-y"">Left</td><td id=""2-z"">6 (19)</td></tr>
<tr><td id=""2-A"">Infundibular occlusion</td><td id=""2-B""></td></tr>
<tr><td id=""2-C"">Right</td><td id=""2-D"">20 (65)</td></tr>
<tr><td id=""2-E"">Left</td><td id=""2-F"">20 (65)</td></tr>
<tr><td id=""2-G"">SINUS THICKNESS</td><td id=""2-H"">MM (MEAN ±SD)*</td></tr>
<tr><td id=""2-I"">Frontal</td><td id=""2-J""></td></tr>
<tr><td id=""2-K"">Right</td><td id=""2-L"">2.7±5</td></tr>
<tr><td id=""2-M"">Left</td><td id=""2-N"">3±7</td></tr>
<tr><td id=""2-O"">Ethmoid</td><td id=""2-P""></td></tr>
<tr><td id=""2-Q"">Right</td><td id=""2-R"">3.1±9</td></tr>
<tr><td id=""2-S"">Left</td><td id=""2-T"">3.2±9</td></tr>
<tr><td id=""2-U"">Maxillary</td><td id=""2-V""></td></tr>
<tr><td id=""2-W"">Right</td><td id=""2-X"">4.6±3</td></tr>
<tr><td id=""2-Y"">Left</td><td id=""2-Z"">4.4±3</td></tr>
<tr><td id=""2-10"">Sphenoid</td><td id=""2-11"">3.8±2.3</td></tr>
</table>
*Means were calculated from abnormal values only.",1994,143,2,0.5686725974082947,0.08700220286846161,0.845500648021698,0.502620279788971,2026-05-08T19:40:26.797331+00:00,1.12.0,dpt-2-20260410
